em_ortsbezüge,em_ortsbezüge_wikidata,wikidata_id,coordinate_location_wikidata,coord_lat,coord_lon
Zernsdorf (Königswusterhausen),Zernsdorf,Q191886,"52.3006,13.7008",52.3006,13.7008
Zibelle (Oberlausitz),Niwica,Q328373,"51.581944444444,14.841666666667",51.581944444444,14.841666666667
Ziersdorf (Mecklenburg-Schwerin),Groß Roge,Q378033,"53.783055555556,12.5",53.783055555556,12.5
Zivilsk (Gouvernement Kasan),Tsivilsk,Q197625,"55.866666666667,47.483333333333",55.866666666667,47.483333333333
Zoeschen (Zöschen),Zöschen,Q247875,"51.358055555556,12.116111111111",51.358055555556,12.116111111111
Zondab-Revier (Südafrika),Zondab-Revier (Südafrika),,,,
"Zoppot, (nicht: Berlin-Grunewald)",Sopot,Q92689,"54.44185,18.54782",54.44185,18.54782
Zöschen (bei Merseburg),Zöschen,Q247875,"51.358055555556,12.116111111111",51.358055555556,12.116111111111
Zuni Pueblo,Zuni Pueblo,Q2241166,"35.069444444444,-108.84666666667",35.069444444444,-108.84666666667
Zürich,Zurich,Q72,"47.37444444444444,8.54111111111111",47.37444444444444,8.54111111111111
Zürich (Schweiz),Zurich,Q72,"47.37444444444444,8.54111111111111",47.37444444444444,8.54111111111111
Zürich (Schweiz) [...],Zurich,Q72,"47.37444444444444,8.54111111111111",47.37444444444444,8.54111111111111
Zürich [...],Zurich,Q72,"47.37444444444444,8.54111111111111",47.37444444444444,8.54111111111111
Zweibrücken,Zweibrücken,Q16017,"49.249444444444,7.3608333333333",49.249444444444,7.3608333333333
Zwickau (Sachsen),Zwickau,Q3778,"50.718888888889,12.496111111111",50.718888888889,12.496111111111
